id,Data_Source,Compound,Source_Chemical_ID,Source_Chemical,Source_Chemical_URL,Source_Kind,Source_ID,Source,Source_URL,Source_Part,Source_Organism_ID,Source_Organism,Source_Organism_URL,Taxonomy,Evidence,Evidence_URLs,Evidence_PMIDs,Evidence_DOIs,refchemids,refsids,pmcids,pclids,References,Compound_CID,Taxonomy_ID
,LOTUS - the natural products occurrence database,"(1E,6E)-1-(4-hydroxy-5-methoxycyclohexa-1,3-dien-1-yl)-7-(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",Q104993661,"(1E,6E)-1-(4-hydroxy-5-methoxycyclohexa-1,3-dien-1-yl)-7-(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",https://www.wikidata.org/wiki/Q104993661,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/S0021-9673(98)00540-8,https://doi.org/10.1016/S0021-9673(98)00540-8,,10.1016/S0021-9673(98)00540-8,,,,725032284,"He X, Lin L, Lian L, Lindenmaier M. Liquid chromatography–electrospray mass spectrometric analysis of curcuminoids and sesquiterpenoids in turmeric (Curcuma longa). Journal of Chromatography A. 1998 Aug;818(1):127–32. doi: 10.1016/s0021-9673(98)00540-8.",87098904,136217
,Natural Product Activity and Species Source (NPASS),"disodium;2-methoxy-4-[(1Z,6E)-7-(3-methoxy-4-oxidophenyl)-3,5-dioxohepta-1,6-dienyl]phenolate",NPC277118,NPC277118,https://bidd.group/NPASS/compound.php?compoundID=NPC277118,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,90471784,136217
,LOTUS - the natural products occurrence database,"3-Hydroxy-1,7-bis-(4-hydroxyphenyl)-6-heptene-1,5-dione",Q110193290,"3-Hydroxy-1,7-bis-(4-hydroxyphenyl)-6-heptene-1,5-dione",https://www.wikidata.org/wiki/Q110193290,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1002/MRC.2478,https://doi.org/10.1002/MRC.2478,,10.1002/MRC.2478,,,,18076666,"Li W, Wang S, Feng J, Xiao Y, Xue X, Zhang H, Wang Y, Liang X. Structure elucidation and NMR assignments for curcuminoids from the rhizomes of <i>Curcuma longa</i>. Magnetic Reson in Chemistry. 2009 Jun 30;47(10):902–8. doi: 10.1002/mrc.2478.",91307775,136217
,Natural Product Activity and Species Source (NPASS),"2-Hepten-4-one, 2-methyl-6-(4-methyl-3-cyclohexen-1-ylidene)-, (6Z)-",NPC265481,NPC265481,https://bidd.group/NPASS/compound.php?compoundID=NPC265481,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91698329,136217
,Natural Product Activity and Species Source (NPASS),Npc134188,NPC134188,NPC134188,https://bidd.group/NPASS/compound.php?compoundID=NPC134188,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,1092687|1092687,518184033|518184033,,,,91698330,136217
,LOTUS - the natural products occurrence database,(S)-3-Methyl-6-((S)-6-methyl-4-oxohept-5-en-2-yl)cyclohex-2-enone,Q105009472,(S)-3-Methyl-6-((S)-6-methyl-4-oxohept-5-en-2-yl)cyclohex-2-enone,https://www.wikidata.org/wiki/Q105009472,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1248/CPB.55.940,https://doi.org/10.1248/CPB.55.940,,10.1248/CPB.55.940,,,,24797786,"Zeng Y, Qiu F, Takahashi K, Liang J, Qu G, Yao X. New sesquiterpenes and calebin derivatives from Curcuma longa. Chem Pharm Bull (Tokyo). 2007 Jun;55(6):940–3. doi: 10.1248/cpb.55.940. PMID: 17541200.",91698350,136217
,LOTUS - the natural products occurrence database,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",Q36502089,"(S,1Z,6Z)-8-Isopropyl-1-methyl-5-methylenecyclodeca-1,6-diene",https://www.wikidata.org/wiki/Q36502089,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594,https://doi.org/10.1021/JF9908594,,10.1021/JF9908594,1051216,518142563,,3611991,"Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",91723653,136217
,Natural Product Activity and Species Source (NPASS),Patchoulene,NPC116452,NPC116452,https://bidd.group/NPASS/compound.php?compoundID=NPC116452,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746471,136217
,Natural Product Activity and Species Source (NPASS),"3-((1S)-1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene, (3R)-",NPC105557,NPC105557,https://bidd.group/NPASS/compound.php?compoundID=NPC105557,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746521,136217
,Natural Product Activity and Species Source (NPASS),"3-((1S)-1,5-Dimethyl-4-hexenyl)-6-methylene-1-cyclohexene, (3R)-",NPC105557,NPC105557,https://bidd.group/NPASS/compound.php?compoundID=NPC105557,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746521,136217
,Natural Product Activity and Species Source (NPASS),Alloaromadendren,NPC12269,NPC12269,https://bidd.group/NPASS/compound.php?compoundID=NPC12269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746537,136217
,Natural Product Activity and Species Source (NPASS),Alloaromadendren,NPC12269,NPC12269,https://bidd.group/NPASS/compound.php?compoundID=NPC12269,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746537,136217
,Natural Product Activity and Species Source (NPASS),Epi-beta-Santalene,NPC146943,NPC146943,https://bidd.group/NPASS/compound.php?compoundID=NPC146943,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746538,136217
,Natural Product Activity and Species Source (NPASS),"(1R,2S,5S,9S)-2-methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",NPC257120,NPC257120,https://bidd.group/NPASS/compound.php?compoundID=NPC257120,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91746596,136217
,LOTUS - the natural products occurrence database,(R)-3-Methyl-6-((R)-6-methylhept-5-en-2-yl)cyclohex-2-enone,Q105143497,"2-Cyclohexen-1-one, 6-[(1R)-1,5-dimethyl-4-hexenyl]-3-methyl-, (6R)-",https://www.wikidata.org/wiki/Q105143497,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1248/CPB.55.940,https://doi.org/10.1248/CPB.55.940,,10.1248/CPB.55.940,,,,24797786,"Zeng Y, Qiu F, Takahashi K, Liang J, Qu G, Yao X. New sesquiterpenes and calebin derivatives from Curcuma longa. Chem Pharm Bull (Tokyo). 2007 Jun;55(6):940–3. doi: 10.1248/cpb.55.940. PMID: 17541200.",91746688,136217
,LOTUS - the natural products occurrence database,"(6S,7R,10S)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene",Q104253232,Cubebene,https://www.wikidata.org/wiki/Q104253232,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1021/JF9908594,https://doi.org/10.1021/JF9908594,,10.1021/JF9908594,,,,3611991,"Gopalan B, Goto M, Kodama A, Hirose T. Supercritical carbon dioxide extraction of turmeric (Curcuma longa). J Agric Food Chem. 2000 Jun;48(6):2189–92. doi: 10.1021/jf9908594. PMID: 10888520.",91747196,136217
,Natural Product Activity and Species Source (NPASS),"(6S,7R,10S)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]dec-3-ene",NPC261501,NPC261501,https://bidd.group/NPASS/compound.php?compoundID=NPC261501,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91747196,136217
,Natural Product Activity and Species Source (NPASS),alpha-Aromadendrene,NPC38243,NPC38243,https://bidd.group/NPASS/compound.php?compoundID=NPC38243,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91748750,136217
,Natural Product Activity and Species Source (NPASS),Npc215012,NPC215012,NPC215012,https://bidd.group/NPASS/compound.php?compoundID=NPC215012,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,1092882|1092882,518184228|518184228,,,,91753502,136217
,Natural Product Activity and Species Source (NPASS),"(1S,2R)-2-methyl-5-[(2R)-6-methylhept-5-en-2-yl]bicyclo[3.1.0]hexan-2-ol",NPC8780,NPC8780,https://bidd.group/NPASS/compound.php?compoundID=NPC8780,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,91753540,136217
,Natural Product Activity and Species Source (NPASS),"(1Z)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",NPC290189,NPC290189,https://bidd.group/NPASS/compound.php?compoundID=NPC290189,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92003564,136217
,Natural Product Activity and Species Source (NPASS),"(1Z)-1-methyl-5-methylidene-8-propan-2-ylcyclodeca-1,6-diene",NPC290189,NPC290189,https://bidd.group/NPASS/compound.php?compoundID=NPC290189,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92003564,136217
,Natural Product Activity and Species Source (NPASS),"(1R,2S,5S,8S)-2,6-dimethyl-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol",NPC34543,NPC34543,https://bidd.group/NPASS/compound.php?compoundID=NPC34543,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92281781,136217
,Natural Product Activity and Species Source (NPASS),"(1R,2S,5S,8S)-2,6-dimethyl-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol",NPC34543,NPC34543,https://bidd.group/NPASS/compound.php?compoundID=NPC34543,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,92281781,136217
,LOTUS - the natural products occurrence database,"(1R,2S,5R,8S)-2,6-Dimethyl-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol",Q105119479,"(1R,2S,5R,8S)-2,6-Dimethyl-9-propan-2-ylidene-11-oxatricyclo[6.2.1.01,5]undec-6-en-8-ol",https://www.wikidata.org/wiki/Q105119479,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/0031-9422(90)83038-3,https://doi.org/10.1016/0031-9422(90)83038-3,,10.1016/0031-9422(90)83038-3,,,,656584223,"Ohshiro M, Kuroyanagi M, Ueno A. Structures of sesquiterpenes from Curcuma longa. Phytochemistry. 1990 Jan;29(7):2201–5. doi: 10.1016/0031-9422(90)83038-3.",92281783,136217
,LOTUS - the natural products occurrence database,"(3R,3aR,8aS)-3-hydroxy-3,8-dimethyl-5-propan-2-ylidene-2,3a,4,8a-tetrahydro-1H-azulen-6-one",Q104390927,"(3R,3aR,8aS)-3-hydroxy-3,8-dimethyl-5-propan-2-ylidene-2,3a,4,8a-tetrahydro-1H-azulen-6-one",https://www.wikidata.org/wiki/Q104390927,Natural Product,,,,,Q42562,Curcuma longa,https://www.wikidata.org/wiki/Q42562,Curcuma longa (turmeric),DOI:10.1016/S0021-9673(98)00540-8|DOI:10.1016/0031-9422(90)83038-3,https://doi.org/10.1016/S0021-9673(98)00540-8|https://doi.org/10.1016/0031-9422(90)83038-3,,10.1016/S0021-9673(98)00540-8|10.1016/0031-9422(90)83038-3,,,,656584223|725032284,"He X, Lin L, Lian L, Lindenmaier M. Liquid chromatography–electrospray mass spectrometric analysis of curcuminoids and sesquiterpenoids in turmeric (Curcuma longa). Journal of Chromatography A. 1998 Aug;818(1):127–32. doi: 10.1016/s0021-9673(98)00540-8.|Ohshiro M, Kuroyanagi M, Ueno A. Structures of sesquiterpenes from Curcuma longa. Phytochemistry. 1990 Jan;29(7):2201–5. doi: 10.1016/0031-9422(90)83038-3.",97289691,136217
,Natural Product Activity and Species Source (NPASS),"(1S,2S,5S,8R,9R)-2-methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",NPC301767,NPC301767,https://bidd.group/NPASS/compound.php?compoundID=NPC301767,Natural Product,,,,,NPO24124,Curcuma longa,https://bidd.group/NPASS/organism.php?org_id=NPO24124,Curcuma longa (turmeric),,,,,,,,,,101286200,136217
